Tweet,HS,Abusive
emang najis,0,1
sastra e karl mark pentol komunis rusia,0,0
otak kayak bool deh mess trus harinua makan silit gtu,0,1
ganti rezim kacung cebong mah gitu,1,1
cina hak larang,1,0
hebat bicara cinta pegang quran sbagai pegang hidup quran bicara cinta perang bunuh penggal,1,0
pacar jarang dibelai,0,1
perjaka kq jual nsok sok an booking tante idiot njir,1,1
rev pilih ulama dg kafir munafik,1,1
ngejaga bersih lingkung melek wajib buang sampah bicara tugas bersih,0,0
sejuk gila dlm ofis kulit setia,0,0
ooo camtu kena imbang nakal kucing anjing abang lainlain darkside brightside chill sosial kalai takde lengkap kahkahkah bang selamat maju jaya deh terima kasih,0,0
solusi gantipresiden dampak signifikansekurangnya obat cegah sakit beambah parah,1,0
gampang kak buka hp buka browser ketik budaya palembang silah nikmat ajar denngan gratis,0,0
gerombol onta mengaku bela umat kepentinga politik praktistgb demokratis umat pikir modernsalut tgb,0,0
culun kampung jes,1,1
goyang jilboob mantap hyper kontol doi nntadi squi loh xfxfxxdxfxfxxdxfxfxxdnnyang nonton live besok doixexxa,0,1
islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0
presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan,0,0
pkl wib kanit binmas ipda makan teman hutasoit melaks sambang pesan keamanan ketertiban masyarakat pilgub pemilihan kepala daerah karyawan bri ranting muara damenra sihite kawan-kawan desa hutanagodang kecamatan muara kabupaten tap utara,0,0
kalimantan sdh matlam gin batu bara keruk listrik megap,0,0
fardu kifayah hukum wajib ajar islam pilpres utus kalang santri sokong ulama maju pimpin negeri,0,0
hah bangke emang truk,1,1
nahdliyin setop hina hadap maruf amin,0,0
cebong sialan onta ngak singgung laut,1,1
risa pulang latih khusus iris hazel milik tangkap siluet gadis gadis asingnnbelum risa temu gadis radio tinggal kerja r,0,0
hahahaha gila bicara caknmakanya micin biar otak encer congnngomong ae berbicara sembarangan muslim muslim silit taubabi,1,1
coba ngaca introspeksiapakah keluarga pakai hijab komunis jgaotak pakai cmn propey or pa,1,0
muhammadiyahinggris jalin kerjasama kendali ekstrimisme,0,0
neraka kena bom surga org muka bumi masuk goku,0,0
bot ich liebe dich ainya bot kasih aipet barusan nyemplung jamban kuda xexxaxccxafxcdxaxexxaxccxafxcdxa,0,1
copot darmin nasution menko ekonomi bodoh turun daya beli jabat,1,1
bodo anjing bodo tertawa tertawa astagfirullah humor banget,0,1
mata picek cukknora dok prestasli jokowinnguoblokkkntolol,1,1
hasil penjara ahok alumni dukung rizieq lengser jokowi lebaran,1,0
coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu budha lain-lain peluang masuk surga naku fatwa saudi jin adal,0,0
pei hujan lebat langit gelapgelita guruh sea kilat sumbat jari telinga masingmasing dengar suara petir rana takut mati masakan lepas allah me,0,0
cerdas konseptual,0,0
nama baek yoonxexxgi nnucapan putus iring kerjap mata asa antuk gigit bibir ragu gapai gelas minum wine tinggal m,0,0
bismillah melayu raya tanah melayu macammacam nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0
nak kawin kena simpan duitilmu agama kena benda kena senang cerita,0,0
aduh lucu banget adek kelas pas lapor bang field trip taman safari heran deh nyebut nama temennya arisan keluarga bawa sekolahannntai arisan,0,1
main asw,0,1
hebat arif suku baduy hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0
yailaah gilir gin ramai ngebelandulu pas idol mati sedih doang serbu gilaannyang sarap maap,0,1
sabar doa usaha ikhtiar mudahmudahan sebentar gantipresiden pakai contek pakai plangaplongo,1,0
umat islam ente mksdnfpi hti mrk muslim nista islam bajing mrk muslim onar kecut lari dr tgg mesumnapa islam islam gilir mesum islam onar islam,1,1
warga semarang prihatin kontroversi puisi gus mus,0,0
celeng bang acon susah banget deh xfxfxxa,1,1
cari musuh dasar ana cebong sialan,1,1
tuju dpr menteri jabat negara wajib potong masuk presidenntiap pns potong jgnpegawai swasta potong,0,0
cie akun hasil bodoh kaum bikin kaumkaumnya biar jokowi anti islam wkwkwk,1,0
juara berbohong junjung bani sialan,1,1
turun cina sipit,0,0
amin rais bikin kacau nyuruh reformasi pemilihan kepala daerah salah hasil,1,0
fahri hamzah presiden kpk bubar,1,0
takut banci,0,1
perlindungan masyarakat wilayah tawangsari bulu amp weru terima bekal pam pemilihan kepala daerah serentak,0,0
bodoh,0,1
doi native speaker yannmother languagenya englishnnkomen jaga bangsad,1,1
kitakita nyata ngerasa bangke,0,1
mrk slh tulis slh bu nmkst cebong muda kampung xfxfxxxfxfxxxfxfxx,1,1
uname absurd first impression bikin enak imaginenya ganteng typing pas coba eue dm enak banget harap dm nyata,0,0
admin presiden pm,0,0
stw singaraja suka kontol,0,1
kafir haram pimpin nyet,1,1
shio baekhyun monyet,0,0
ceruk pasar pasar lbh pasar butuh cth asuransi pensiun tentara us org pensiun tentara pensiun tentara asuransi tsb alat butuh org cacat org cacat ta,0,0
emang kyai staquf nyebut suku ras biar mudah paham nalar ente bahlul ane ente arab ente sembah gk ane sodorin arab bani saud profesional israel eh ente pura,1,1
ngelakuin dosa anis sandi bully rendah orng jahat licik sebenarny bully rendah dunia kejam kawan xfxfxxa,0,0
om om ajar agama budha hindu bgini coba ajar buka mulut,0,0
alam kerja pa time cina best kerja melayu tertawa,0,0
gakuat jijik ku cepetin xfxfxxc asa kejar yaaa napas sungkan wkwkwk,0,0
bubar dpr bubar savekpk,1,0
hehehe akhirnyaternyata pasar global jgtdk batas lokal mas aseng asing jujur sajaxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx,0,0
daiping mampus junedi,1,1
suciwati revolusi mental jokowi omong kosongbualan tuju amp comment,1,0
marahin rp panggil sipit hoshi suka mata manansepele ah fisiknmungkin pakai definisi hoshi milik mata sipit deh,0,0
otak makelar jual asset negara maling asset negara xfxfxx peamina jual isi tka tiongkok xexdxgantipresiden,1,0
akun siti fatimah amp komen laman diringkes ajaparah amp bejat malu bp moga sehat sabar amp semangat suara,1,1
bawang putih sdg kafir haram laginhikshikshiks,1,1
tuju ahokers lengser prabon jokowi ancurin penjara karuan,1,0
rawan join buah gera arus rindu pimpin nasional nasionalis islam moderat cakiminthenextwapres join,0,0
onta tu nsd,0,0
umpan pakai tu biar mancing setia,0,0
komunis berabtad pki kecoak makan kecoak,1,1
retweeted ikko pribumi kawe horas horas horas kapal feri presiden unjung pulau samosir dlm rangkai kunjung kerja presiden sambut upacara adat samosir dg pekik horas horas horas,0,0
mata loee picek janji jokowi tagih sby mata picek blok xfxfxxxfxfxx,1,1
indonesia beahan kuat ekonomi politik hun pilih bekerjasama simpan beda agama,0,0
freepo kuasa asing perintah jokowi sea jonan tri esdm freepo ambil alih saham jonanjos,0,0
as claran anak pintern dongon koplakn cantik idot gatau malu urat malu putusn butt muka imut banget,1,1
menag riset ptkin orientasi publikasi aikel scopus jenis outputnya tantang umat islam ptkin pangkal data sbg rujuk bangun database ulama nusantara g,0,0
presiden buruk sejarah bangsa cebong,1,1
me nusantara dlm ai nasionalisasi assets asai asing laku pimpin sungguh nasionalis patriotisnnnusantara versi proxy beujuan lemah tahan nusantaranasional bangsa,0,0
foto profile pesawat bilang cinta produk asingdari sederhana sajakita sdh ukur parah tingkat munafik mulbh lgs terjun pesawat biar sesuai,0,0
remuk rengginang cocot ah,0,1
ku deh padah eh even bodo bulak curang ompu maok segal sayang eh bodo sikpande hrgaixexxa,1,1
,0,0
acara mutu ulah mntan aktif gmni ormas mahasiswa gembong pki musuh bebuyutan hmi,0,0
ayo pilih alin alin bawel banget diomongin banci jalan omongin,0,1
adopsi perintah pusat nich,0,0
prof prof bilang forum buka ngaco biar prof muka agama ulama melur,0,0
biadab oknum aparat keparat,1,1
hahahaha anjing,0,1
untung kuntig,0,0
kaisoo couple hangat bandara tanggal maret kemarin kalah hunhan korea cina cina korea kai suka banget deketdeket do kaisoofact,0,0
wuakkakaa mampuss salah diblock jaman jokowi ahok nyagub gaya toong toong anies sandi,1,0
asing ngobrol bosen nunggu transit temenan,0,0
mata picek mata lihat belah,1,1
maaf twiter peama kali dbuat bego,0,1
tertawa tertawa kocak kalabong emang dungu,1,1
catat buka lupa alam pemilihan kepala daerah dki jakaa usung paai gerindra hasil tumbang tahana usung koalisi motor,0,0
kenal walpri perempuan pemilihan kepala daerah bondowoso radar jember,0,0
mayoritas budha pendeta demo googling video demo thailand biar,0,0
komunis main,0,0
suka kesel pas confess gilir jomlo bicara silit,0,1
ehhhhh bandot kritik jokowi ampe mencret darah is okntpi hina fitnah ambil tindak npak jokowi presiden pimpin negara nlu pimpin agama salah kaprah luuuu,1,1
balas gima usir budha ajar etnis muslim rohingya singkir data sensus duduk myanmar,1,0
astagfirullah mata noda nterkutuk nge porno xfxfxxad,1,1
allah panggil mamputetapi allah mauyang rinduyang baitullah,0,0
kntl ye apus,1,1
obat monyet kedih,0,0
pergi bangkai,1,1
bingung toleransi bikin mikir alas katolik paus wakil kristus,0,0
ketawa kunti,0,0
aamiin rabb tolong indonesia alah lebiiihhhh,1,0
ustadz pks yudi widiana nilep duit penjahat kelamin bahasa agama juz amp liqo felix kwetiauw amp alumni mingkem amp pura budekgiliran buxexxa,1,1
amin smoga istiqomahnjgn khawatir cibir org anggap ujianningat org dulunya suram kafir taubat tokoh juang agama islam,0,0
video call gubernur dinas istanbul turkey video call lapor peama hibur malam karaoke sense amp diskotik exotic tutup hormat keras bantu ole,0,0
bela adl pancasila daulat negara dukung lengser ancam nyata,1,0
proyek saracen ganjal lantik anies teruus temu saracen foto tokoh paai politik,1,0
ahok kutil babi,1,1
sukarno konotasi rejim anti demokrasindg embel presiden umur hidup,0,0
hajar ndan ganyang pki,1,0
bangke kg tidur siang,0,1
jokowi kasi goregan pbb,1,0
amiinnnn moga jokowi presiden,0,0
meni sekalidaripada simpang lgbtmenikahlah hidup berkahdunia sdh rusak perzinahan gera stop kawin,0,0
kapolri mundur jabat,1,0
daya ekonomi pesantren ulama jawa barat dukung jokowi pilpres tetapjokowi,0,0
semangat kantor staf presiden publikasi giat presiden rakyat presiden kerja keras bangun bangsa kerja kerja kerja,0,0
cocot,0,1
tuju dukung presiden upaya kuasa asing ekspor mentah ganti kontrak rugi indonesia,0,0
kristen nusantara conth hkbp huria krsten batak protestan gkj greja kristen jawa gereja pasundan gereja manado gereja malu gereja papua lain-lain ciri khas sesuai tradisi suku,0,0
deh segitu sebentar utang sby njiiieng,1,0
masyarakat tionghoa pancasialis dr jowo cm terekpos contoh nyata kwik ekonom ustadz felix siauw xfxfxx,1,0
freepo diam negisiasi kalah,0,0
negara kayak tipu bocah sd aje dokumen hilang fuih,1,0
allah swt sembah dungu biadab,1,1
prabowopak gatot ok,1,0
baca cerdas biar cap bodoh vnnjustkiddingnnb iq ratarata mengei tulis v,0,0
calon gubernur jawa nomor urut mempeanyakan program unggul rival kait buka lapang kerja juta ganjar situasi ekonomi buka lapang,0,0
burik gitu burik panuan kutu jamur hah emang rang ajar,0,1
we anjing ajar,0,1
amin rais himbau masyarakat salah pilih pimpin,0,0
jaman smp negeri kamis pakai baju kotak kayak seragam sekolah kristen gitu jumat diwajibin pakai celana doang pakai baju koko yah xfxfxx,0,0
najis ngedm gajelas dm dibales bodo doain pentaslo menang,1,1
cowo bicara ajg gampar,1,1
rizal ramli mayoritas masyarakat jokowi klikrmol capresrakyat,0,0
ilcboedionocentury intens lupa kunci butuh ganti presiden,1,0
maju gubernur sengsara rawan,1,0
mngkin sya bkan org baikdan sya anggap baikpaling sya munafik berpurabaikkarena sya,0,0
dlm kristen prinsip inkulturisasi dlm agama mjd katholik indonesia kristen indonesia asing islam kental arab,0,0
copras calon presiden mikir mikirrrr mikir kowi periode babak bur,1,0
cie ma jokowi panggung deh jilatjilat prabowo dasar lintah,1,1
barusan dongo dongoin motor klakson beubi lampu merah woy dongo brisik norak nnpas nengok teman smp nndia chainknnaku nang nganti metu eluh getih puteeeh,1,1
prabowo suka kampanye negatif kampung geli,0,1
presiden jokowi gubernur anton program selaras jalan hasan,0,0
the lie tju siswi kelas b smp katolik santo petrus istri ronaldo pardede siswa kelas a smp katolik santo petrus,0,0
dengar ulama ngotot kriminalisasi ulama yaa lengser jokowi,1,0
banci bicara cewek kaya banci ngamen kasih duit bicara xfxfxxxfxfxxxfxfxxnmending cakep mah jelek kaya gitunmadesu xfxfxxxfxfxxnmentioned langsung quote tweet xf,1,1
cina cina usir rusak kerja,1,0
ayoh bangsa indonesia etnis cina ahok,1,0
tolong lihat bok manggilnya pas papas buta budeknnlg nungguxexxa,0,0
enak banget yah om jawabannyanngmn bom sby debat sangka tinggal,0,0
kafir alquransitu sehat,0,0
dukung calon presiden suka ngatur jokowi prabowo atur menang pilih presiden,1,0
hebat ahok maaf bini slm ono kabur talu mengaku ulama laku bejad,1,1
dungu islam quran ajar amoral ansor agama islam posisi moral,1,1
owner seo tae adminnya hiring bebs xcexbxcexbxcfxxdxbcxcfxxdxxcxxcexbxdxbcs,0,0
okesip otak bodoh konfyus,0,1
jelasjelas hidup prabowo anak soemitro khianat bangsa,1,0
perek sdh dool,1,1
pilih presiden tua khianat negara,1,0
ahok diblng nista agama politikus koruptor panggil urus hukum berkilah pakai sakit hatihati mati,1,0
tolol ngaji agama islam spi ngajinya sm ngk,1,1
new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0,0
bang laku kristen istri muslim strategi teentu,0,0
presiden joko widodo jokowi buka kongres himpun mahasiswa katolik republik indonesia pmkri pesan konteks politik jaga kondisi kontestasi politik isi adu program gagas ra,0,0
cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebongers emang bikin gemesxfxfxx,1,1
cina kafir mahbangsat dasar komunis,1,1
rakyat kaum bani cebong,1,1
nang anjing cupu fik,1,1
kangen edan,0,1
ohh mami kontol jari pusat akumungkin ngentot mamimami capai,0,1
kuliah maroko bilang anies super gubernur jaga asa enak bilang layak presiden,0,0
orangorang maha nan suci nnpenghina presiden lepas umur ngeluhnya tahan cinannkalau tahan ngeluhnya perintah orbannnjuk geleme piye su,1,1
salah amp bilang antek aseng adik prabowo bilang prabowo profesional amerika,1,0
jodoh presiden pengantin wanita tajikistan sedih,0,0
resmi berkat gereja katolik hati kudus yesus batu gantung ambon,0,0
ngerasa wkakak ngerasa tot setan,0,1
eh waawan selandia sialan berita sialan sebar wag konferensi pers dilakukanxexxa,1,1
citra luahprabowo tidur,1,0
ustadz subki albughury s sosi dukung pemilihan kepala daerah damai kabupaten sinjai isu bohong benci isu sarakalau,0,0
retweetnsensasi ngentot cewek cantik hijab xfxfxxdnn pannblowjob kontol hijab ngentothijab sepongkonxexxa,0,1
saudara laki-laki ciri cebong adu domba so lugu nama cebong buzzer receh beginixfxfxxxfxfxxxfxfxx,1,1
detikcom buruburu tolak wacana pemilihan kepala daerah dprd milu milu,0,0
fpi nyata darul islam nyata isis propaganda politik,0,0
prabowo sdh tua generasi muda blusukan jokowi muda blusukan pulau,1,0
mohon maaf pilih presiden pilih jokowi like prabowo,0,0
berani sepeinyaminoritas pasrahh balas milik tuhan allah,0,0
napadah shopee kampang,1,1
bu pustaka bisu bu hah emang nak dieman suara,0,0
baca banding modal hasil dasar antek asing,1,0
kerja tugas prakarya seni budaya,0,0
kolam setia qey,0,0
yumari songsong presiden,0,0
w bani ngepost milik nik,0,0
cebong senang lihat jaya penjahat kelamin anis ttp sirik parah klu junjung puji habis habis laku buruk,1,1
busuk mawati agama islam takut dg sendiringejala gila nich nenek,1,1
salah obyek vital aman lemah gedung dpr smg sah uu antiterorisme dpr sasar bom bunuh amin doa kabul xfxfxx,0,0
jalan platform yandi fb jalannbom gede,0,0
org katolik coba,0,0
berai cacat,1,1
hahahaha roti setia mah nikah,0,0
luhut bajing,1,1
me every nightnaaaaa anjeng malu bangsad hilang aaaaaaaaa jijik banget aaaaaaaaa danta aaaaaaaaaaa hilang aaaaaaaaaaaaaaa,0,1
terusnalus puji butut butut goblog goblog,0,1
sabar mah adek kunyuk bau sempak kuda,0,1
tuhan iblis iblis tuhan agama onta,1,1
assalamu alaikm tlng hrp bantuanx kmi korbanphkfreepo,0,0
jendral propaganda perang propaganda jual utama pki cina,1,0
ngentot donk,0,1
pesan presiden joko widodosaya negara indonesia kuat ulama umaro iring lengkap terlait pesan presiden simak video jokowisilaturahmidenganulamajokowicintaulamajokowiaja,0,0
tertawa baris cebong sakit hati pakai isu saracen serang aniessandi gagal lantik,1,1
prabowo simulut busuk rizieq anies fadlizon fahri kumpul sampah negara laku kaya sampah,1,1
bak indonesia tu pelabur wujud peluang kerja pelabur jajah ekonomi kesal ubah selagi,0,0
hindu nusantarabudha nusantarakhonghucu nusantarakristen nusantarswhats wrong why coba argumen prof ngopi amp guyonxfxfxx,0,0
didik pikir ekonomi syariah ekonomi bangun ekstrimis,0,0
buzzer idiot,0,1
dengar suara bom guntur geledek petir gunung letus dengar suara tangis apaapansidomi,0,0
cagub jabar bicara toleransi muzakarah icmi jabar,0,0
manusia otak dungu teriakteriak bubar pki buku baca bodoh otak kosong mulut nyap nyap,1,1
kisah emis yahudi butaxfxfxxa,0,0
laksana presiden jokowi promosi asiangames gencar ratas presiden promosi asi games gencar,0,0
cebong emang jago bikin sebar isu bohong,1,1
kreatifitas masyarakat desa daya tiada batas tingkat prekonomian sea hidup roda ekonomi mikro desa salam daya desa sengonprambanan sharinghappiness,0,0
pki lbh ramerame antek komunis opini steitmen abur bangkit pki,1,0
isu tgb zainul majdi isu kuat ekonomi umat sejahterahkan rakyat budaya pancasila,0,0
gelap gelap rana malam gelap mata rana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,0,0
revisi hukum pidana masuk klausul kena psk sukarela butuh indonesia gencar promosi surga wisata internasional nyata pagar,0,0
